"state_id","state","year","CIE10","mortalidad","cve_cie","morbilidad","letalidad"
14,"Jalisco",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1218,"A00-B99",9270,0.1313915857605178
14,"Jalisco",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1048,"A00-B99",8447,0.12406771634899964
14,"Jalisco",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1039,"A00-B99",8141,0.1276255988207837
14,"Jalisco",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1057,"A00-B99",8086,0.13071976255256
14,"Jalisco",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1116,"A00-B99",6123,0.18226359627633512
14,"Jalisco",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1327,"A00-B99",5453,0.2433522831468916
15,"Estado de México",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1369,"A00-B99",13084,0.10463161112809538
15,"Estado de México",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1443,"A00-B99",14170,0.1018348623853211
15,"Estado de México",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1333,"A00-B99",20684,0.06444594855927287
15,"Estado de México",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1168,"A00-B99",18392,0.06350587211831231
15,"Estado de México",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1187,"A00-B99",16485,0.07200485289657264
15,"Estado de México",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1102,"A00-B99",14334,0.07688014510952978
15,"Estado de México",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1365,"A00-B99",12967,0.10526721678105962
16,"Michoacán de Ocampo",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",515,"A00-B99",5335,0.09653233364573571
16,"Michoacán de Ocampo",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",490,"A00-B99",5631,0.08701829160007103
16,"Michoacán de Ocampo",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",419,"A00-B99",5044,0.08306899286280729
16,"Michoacán de Ocampo",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",394,"A00-B99",6071,0.06489869873167518
16,"Michoacán de Ocampo",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",383,"A00-B99",4849,0.07898535780573314
16,"Michoacán de Ocampo",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",395,"A00-B99",3730,0.10589812332439678
16,"Michoacán de Ocampo",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",416,"A00-B99",2235,0.18612975391498882
17,"Morelos",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",278,"A00-B99",3469,0.08013836840588066
17,"Morelos",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",303,"A00-B99",3629,0.08349407550289335
17,"Morelos",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",252,"A00-B99",4282,0.058851004203643156
17,"Morelos",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",239,"A00-B99",5506,0.043407192154013806
17,"Morelos",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",220,"A00-B99",6,36.666666666666664
17,"Morelos",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",239,"A00-B99",3066,0.07795172863666014
17,"Morelos",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",265,"A00-B99",2280,0.1162280701754386
18,"Nayarit",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",214,"A00-B99",1813,0.11803640375068947
18,"Nayarit",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",250,"A00-B99",2556,0.09780907668231612
18,"Nayarit",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",246,"A00-B99",2365,0.1040169133192389
18,"Nayarit",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",192,"A00-B99",2409,0.07970112079701121
18,"Nayarit",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",174,"A00-B99",2079,0.0836940836940837
18,"Nayarit",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",205,"A00-B99",1221,0.1678951678951679
18,"Nayarit",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",185,"A00-B99",897,0.20624303232998886
19,"Nuevo León",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",749,"A00-B99",4211,0.1778674899073854
19,"Nuevo León",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",774,"A00-B99",4724,0.163844199830652
19,"Nuevo León",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",757,"A00-B99",3887,0.19475173655775663
19,"Nuevo León",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",703,"A00-B99",3035,0.2316309719934102
19,"Nuevo León",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",696,"A00-B99",4181,0.16646735230806028
19,"Nuevo León",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",713,"A00-B99",3068,0.23239895697522817
19,"Nuevo León",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",638,"A00-B99",2225,0.28674157303370784
20,"Oaxaca",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",694,"A00-B99",5445,0.12745638200183654
20,"Oaxaca",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",674,"A00-B99",5495,0.12265696087352139
20,"Oaxaca",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",529,"A00-B99",5913,0.08946389311686115
20,"Oaxaca",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",545,"A00-B99",7511,0.07256024497403808
20,"Oaxaca",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",547,"A00-B99",4431,0.12344843150530355
20,"Oaxaca",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",518,"A00-B99",2528,0.20490506329113925
20,"Oaxaca",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",474,"A00-B99",3069,0.1544477028347996
21,"Puebla",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",815,"A00-B99",8117,0.1004065541456203
21,"Puebla",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",793,"A00-B99",8776,0.09036007292616226
21,"Puebla",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",715,"A00-B99",11916,0.06000335683115139
21,"Puebla",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",639,"A00-B99",12113,0.052753240320317016
21,"Puebla",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",687,"A00-B99",11535,0.059557867360208065
21,"Puebla",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",660,"A00-B99",10041,0.06573050492978787
21,"Puebla",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",708,"A00-B99",9227,0.07673133196055056
22,"Querétaro",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",237,"A00-B99",1260,0.1880952380952381
22,"Querétaro",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",252,"A00-B99",17,14.823529411764707
22,"Querétaro",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",268,"A00-B99",2932,0.09140518417462483
22,"Querétaro",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",213,"A00-B99",2342,0.09094790777113577
22,"Querétaro",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",203,"A00-B99",1409,0.1440738112136267
22,"Querétaro",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",228,"A00-B99",1163,0.19604471195184867
22,"Querétaro",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",313,"A00-B99",866,0.36143187066974597
23,"Quintana Roo",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",221,"A00-B99",2464,0.08969155844155845
23,"Quintana Roo",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",260,"A00-B99",39,6.666666666666667
23,"Quintana Roo",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",255,"A00-B99",2394,0.10651629072681704
23,"Quintana Roo",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",298,"A00-B99",3034,0.0982201713909031
23,"Quintana Roo",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",280,"A00-B99",2156,0.12987012987012986
23,"Quintana Roo",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",284,"A00-B99",2154,0.13184772516248838
23,"Quintana Roo",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",311,"A00-B99",1911,0.16274201988487702
24,"San Luis Potosí",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",382,"A00-B99",2324,0.16437177280550774
24,"San Luis Potosí",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",358,"A00-B99",2326,0.15391229578675839
24,"San Luis Potosí",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",304,"A00-B99",3087,0.09847748623258827
24,"San Luis Potosí",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",289,"A00-B99",3831,0.07543722265726964
24,"San Luis Potosí",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",285,"A00-B99",4837,0.05892081868927021
24,"San Luis Potosí",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",300,"A00-B99",4050,0.07407407407407407
24,"San Luis Potosí",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",347,"A00-B99",3063,0.11328762650995756
25,"Sinaloa",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",367,"A00-B99",7070,0.051909476661951906
25,"Sinaloa",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",461,"A00-B99",113,4.079646017699115
25,"Sinaloa",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",379,"A00-B99",7596,0.04989468141126909
25,"Sinaloa",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",383,"A00-B99",7203,0.05317228932389282
25,"Sinaloa",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",398,"A00-B99",5933,0.06708242036069442
25,"Sinaloa",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",387,"A00-B99",3766,0.10276155071694106
25,"Sinaloa",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",471,"A00-B99",3764,0.1251328374070138
26,"Sonora",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",636,"A00-B99",4762,0.13355732885342292
26,"Sonora",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",617,"A00-B99",4725,0.13058201058201058
26,"Sonora",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",626,"A00-B99",5682,0.11017247448081662
26,"Sonora",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",611,"A00-B99",6020,0.10149501661129567
26,"Sonora",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",570,"A00-B99",7731,0.0737291424136593
26,"Sonora",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",571,"A00-B99",6440,0.08866459627329193
26,"Sonora",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",699,"A00-B99",5464,0.12792825768667643
27,"Tabasco",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",506,"A00-B99",7709,0.0656375664807368
27,"Tabasco",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",514,"A00-B99",110,4.672727272727273
27,"Tabasco",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",455,"A00-B99",7437,0.06118058356864327
27,"Tabasco",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",447,"A00-B99",7042,0.06347628514626527
27,"Tabasco",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",384,"A00-B99",6974,0.05506165758531689
27,"Tabasco",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",377,"A00-B99",2939,0.12827492344334807
27,"Tabasco",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",398,"A00-B99",3068,0.12972620599739243
28,"Tamaulipas",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",535,"A00-B99",4395,0.1217292377701934
28,"Tamaulipas",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",621,"A00-B99",4371,0.14207275223061083
28,"Tamaulipas",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",518,"A00-B99",4654,0.11130210571551354
28,"Tamaulipas",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",519,"A00-B99",6139,0.08454145626323506
28,"Tamaulipas",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",462,"A00-B99",5541,0.08337845154304277
28,"Tamaulipas",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",509,"A00-B99",4982,0.10216780409474106
28,"Tamaulipas",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",579,"A00-B99",4629,0.12508101101749838
29,"Tlaxcala",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",92,"A00-B99",2539,0.03623473808586058
29,"Tlaxcala",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",124,"A00-B99",2385,0.0519916142557652
29,"Tlaxcala",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",90,"A00-B99",2422,0.037159372419488024
29,"Tlaxcala",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",82,"A00-B99",2406,0.03408146300914381
29,"Tlaxcala",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",98,"A00-B99",2230,0.04394618834080718
29,"Tlaxcala",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",81,"A00-B99",1333,0.060765191297824456
29,"Tlaxcala",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",103,"A00-B99",1235,0.08340080971659919
30,"Veracruz de Ignacio de la Llave",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1557,"A00-B99",11322,0.13751987281399047
30,"Veracruz de Ignacio de la Llave",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1607,"A00-B99",10944,0.14683845029239767
30,"Veracruz de Ignacio de la Llave",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1460,"A00-B99",12894,0.1132309601364976
30,"Veracruz de Ignacio de la Llave",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1494,"A00-B99",13283,0.11247459158322667
30,"Veracruz de Ignacio de la Llave",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1416,"A00-B99",11648,0.12156593406593406
30,"Veracruz de Ignacio de la Llave",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1428,"A00-B99",9730,0.14676258992805755
30,"Veracruz de Ignacio de la Llave",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",1504,"A00-B99",10779,0.13953056869839503
31,"Yucatán",2012,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",433,"A00-B99",1058,0.40926275992438566
31,"Yucatán",2013,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",460,"A00-B99",898,0.512249443207127
31,"Yucatán",2014,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",370,"A00-B99",656,0.5640243902439024
31,"Yucatán",2015,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",420,"A00-B99",941,0.4463336875664187
31,"Yucatán",2016,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",360,"A00-B99",655,0.549618320610687
31,"Yucatán",2017,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",399,"A00-B99",632,0.6313291139240507
31,"Yucatán",2018,"Ciertas enfermedades infecciosas y parasitarias (A00-B99)",467,"A00-B99",408,1.1446078431372548
